TenderID,TenderName,TenderNumber,EntityName,entityId,InternalStatus,DueDate,TenderDetails,BiddingOpenDate,DueDays,TenderURL,EstimatedValue,DiscoveryUrl,EventId,EventType,CategoryDescriptionEn,CategoryDescriptionAr,CategoryIds,TenderStatus,Attachments,RecommendedTenders,Source,tender_title,reference_no
1219500,RFQ-ابرام عقد توفير الكادر البشري,"6615841,1",Civil Defense ,CivilDefense,OPEN,2025-12-29T00:00:00Z, ابرام عقد توفير الكادر البشري فئة مسعف لهيئة ابوظبي للدفاع المدني,,1,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219500?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6632824,RFQ,Travel and Food and Lodging and Entertainment Services - Performing arts,خدمات السفر والطعام والإقامة والترفيه - فنون تمثيلية,[90000000],Open,[],[],AbuDhabi,RFQ-ابرام عقد توفير الكادر البشري,"6615841,1"
1219626,RFQ-SSA Building Infrastructure Network Managed Services.,6632842,SSA - Social Support Authority ,SSASocialSupportAuthority,OPEN,2026-01-08T00:00:00Z,,,11,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219626?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6632842,RFQ,Engineering and Research and Technology Based Services - Computer services,خدمات مستندة إلى الهندسة والبحث والتقنية - خدمات الحاسوب,[81000000],Open,[],[],AbuDhabi,RFQ-SSA Building Infrastructure Network Managed Services.,6632842
1219761,RFQ-تنفيذ مشروع مركز العين وفق المخطاطات,6616822,Zayed Higher Organisation,ZayedHigherOrganisation,OPEN,2026-01-27T00:00:00Z, تنفيذ مشروع مركز العين وفق المخطاطات,,30,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219761?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6616822,RFQ,Building and Facility Construction and Maintenance Services - Building and facility maintenance and repair services,خدمات إنشاء المباني والمرافق والصيانة - خدمات صيانة المباني والمرافق والإصلاح,[72000000],Open,[],[],AbuDhabi,RFQ-تنفيذ مشروع مركز العين وفق المخطاطات,6616822
1220049,RFQ-G962025,"6615885,1",ADPIC - Al Ain Municipality (AAM),ADPICAlAinMunicipalityAAM,OPEN,2026-01-09T00:00:00Z,مقاول تصميم وانشاء رفع كفاءة الطرق الخارجية في مناطق متفرقة في مدينة العين -مرحلة 2,,12,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1220049?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6632840,RFQ,Structures and Building and Construction and Manufacturing Components and Supplies - Roads and landscape,مكونات وتجهيزات البناء والمباني والمنشآت والتصنيع - طرق ومناظر طبيعية,[30000000],Open,[],[],AbuDhabi,RFQ-G962025,"6615885,1"
1219779,RFQ-إبرام عقد صيانة المركبات التخصصية,6613872-4,Civil Defense ,CivilDefense,OPEN,2026-02-02T00:00:00Z,إبرام عقد صيانة المركبات والآليات التخصصية لهيئة أبوظبي للدفاع المدني,,36,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219779?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6630844,RFQ,,,[],Open,[],[],AbuDhabi,RFQ-إبرام عقد صيانة المركبات التخصصية,6613872-4
1217083,RFQ-Paper Shredding Services for DMT – 2 Years,635105000099,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2025-12-29T00:00:00Z,Paper Shredding Services for DMT – 2 Years,,1,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1217083?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=377013,377013,RFQ,Management and Business Professionals and Administrative Services - Business administration services,خدمات اختصاصيي إدارة وأعمال وخدمات إدارية - خدمات إدارة أعمال,[80000000],Open,[],[],AbuDhabi,RFQ-Paper Shredding Services for DMT – 2 Years,635105000099
1219788,RFQ-إبرام عقد صيانة المركبات الغير تخصصية,6561343-7,Civil Defense ,CivilDefense,OPEN,2026-02-02T00:00:00Z,إبرام عقد صيانة المركبات والآليات الغير تخصصية لهيئة أبوظبي للدفاع المدني,,36,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219788?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6630841,RFQ,,,[],Open,[],[],AbuDhabi,RFQ-إبرام عقد صيانة المركبات الغير تخصصية,6561343-7
1219536,RFQ-إدارة وتنفيذ معرض القاهرة الدولي للكتاب 2026,6630835,FATWA - The UAE Council for FATWA ,FATWATheUAECouncilForFATWA,OPEN,2025-12-30T00:00:00Z,إدارة وتنفيذ مشاركة المجلس في معرض القاهرة الدولي للكتاب 2026,,2,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219536?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6630835,RFQ,Management and Business Professionals and Administrative Services - Marketing and distribution,خدمات اختصاصيي إدارة وأعمال وخدمات إدارية - تسويق وتوزيع,[80000000],Open,[],[],AbuDhabi,RFQ-إدارة وتنفيذ معرض القاهرة الدولي للكتاب 2026,6630835
1219815,RFQ-DMT-RFP-25-060 Upgrade the Infrastructure (ME9-ME12)–MBZ (Construction),6629821,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2026-02-04T00:00:00Z,"Project Title: Upgrade the Infrastructure in Sectors (ME9-ME12) – MBZ
RFP for Package (43) Main Contractor – Upgrade the infrastructure in Sector ME9 & Z17-01

This RFP is for the construction Package 43 related to the upgrade of infrastructure in Sector ME9 (MBZ City). A detailed and coordinated design has been developed. However, please note that ‘Infrastructure upgrades in ME9 (MBZ City) – Package 43’ is part of a wider programme of works under the wide MBZ City enhancement initiative. In summary, the Scope of Works for the whole of the MBZ City enhancement initiative includes the following: Road condition improvements.
• Public realm improvements (parks, landscaping, walkways and cycle tracks).
• Community Facilities Improvements: construction of more than one hundred community buildings for a variety of uses.
• Traffic and safety improvements around schools.
• Construction of multi-storey car parks.",,38,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219815?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6629821,RFQ,Building and Facility Construction and Maintenance Services - Heavy construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات الإنشاء الثقيلة,[72000000],Open,[],[],AbuDhabi,RFQ-DMT-RFP-25-060 Upgrade the Infrastructure (ME9-ME12)–MBZ (Construction),6629821
1219563,RFQ-Provision of Construction Services for Abu Dhabi Pearls Center at Delma Island,6629824,EAD - Environment Agency Abu Dhabi,EADEnvironmentAgencyAbuDhabi,OPEN,2025-12-31T00:00:00Z,"PUBLIC TENDER ANNOUNCEMENT: - Brief Scope:

Environment Agency – Abu Dhabi (EAD) is would like to undertake a project to construct the Lulu Abu Dhabi Pearls Center, a medium-sized facility on Dalma Island dedicated to advancing the traditional pearl industry, fostering public education, and serving as a cultural-tourism landmark. The project comprises a 1,075 sqm main center building housing exhibition galleries, pearl‐processing laboratories and multi-use spaces; an 80 sqm substation building for utility infrastructure; two accommodation and kitchen blocks totaling 510 sqm for on-site staff and guest quarters; approximately 7,500 sqm of landscaped gardens, pathways and outdoor interpretive displays; and 14 shaded parking bays conveniently located close to the main entrance. 

Duration: 10 Months",,3,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219563?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6629824,RFQ,Building and Facility Construction and Maintenance Services - Nonresidential building construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات إنشاء مباني غير سكنية,[72000000],Open,[],[],AbuDhabi,RFQ-Provision of Construction Services for Abu Dhabi Pearls Center at Delma Island,6629824
1219527,RFQ-Social Integration (WhatsApp + Teams) – Novomind,6614927-2,Department of Finance,211,OPEN,2025-12-30T00:00:00Z,"The Department of Finance – Abu Dhabi invites you to participate at the RFP for ""Renewal licenses Social Integration """,,2,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219527?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6630839,RFQ,Engineering and Research and Technology Based Services - Computer services,خدمات مستندة إلى الهندسة والبحث والتقنية - خدمات الحاسوب,[81000000],Open,[],[],AbuDhabi,RFQ-Social Integration (WhatsApp + Teams) – Novomind,6614927-2
1213832,RFQ-Marketing and Communications,"651105000094,1",Department of Health,651,OPEN,2026-01-09T00:00:00Z,,,12,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1213832?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=300000320444944,300000320444944,RFQ,Editorial and Design and Graphic and Fine Art Services - Advertising,خدمات تحريرية وتصميم ورسوم وفنون جميلة - إعلان,[82000000],Open,[],[],AbuDhabi,RFQ-Marketing and Communications,"651105000094,1"
1218854,RFQ-Prayer Room Carpet Replacement for DMT,635105000100,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2025-12-29T00:00:00Z,Prayer Room Carpet Replacement for DMT,,1,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1218854?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=379013,379013,RFQ,Building and Facility Construction and Maintenance Services - Specialized trade construction and maintenance services,خدمات إنشاء المباني والمرافق والصيانة - خدمات إنشاء وصيانة تجارية متخصصة,[72000000],Open,[],[],AbuDhabi,RFQ-Prayer Room Carpet Replacement for DMT,635105000100
1215963,"RFQ-International Offices Representation in China, Japan and South Korea",414105000032,Abu Dhabi Investment Office ,AbuDhabiInvestmentOffice,OPEN,2026-01-09T00:00:00Z,,,12,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1215963?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=300000296507676,300000296507676,RFQ,Management and Business Professionals and Administrative Services - Management advisory services,خدمات اختصاصيي إدارة وأعمال وخدمات إدارية - خدمات استشارة إدارية,[80000000],Open,[],[],AbuDhabi,"RFQ-International Offices Representation in China, Japan and South Korea",414105000032
1214050,RFQ-INFORMATION & CYBER SECURITY MANAGED SERVICES,651105000159,Department of Health,651,OPEN,2026-01-14T00:00:00Z,"of INFORMATION & CYBER SECURITY MANAGED SERVICES from reliable and capable Managed Service Provider from within UAE, to deliver, manage and mature Information and Cyber Security needs & capabilities for DoH and Abu Dhabi Health Sector, with a defined plan of maturity and excellence.
",,17,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1214050?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=300000322180978,300000322180978,RFQ,Engineering and Research and Technology Based Services - Computer services,خدمات مستندة إلى الهندسة والبحث والتقنية - خدمات الحاسوب,[81000000],Open,[],[],AbuDhabi,RFQ-INFORMATION & CYBER SECURITY MANAGED SERVICES,651105000159
1214361,RFQ-FCA Stationary,935105000105,AFCA – Family Care Authority ,AFCAFamilyCareAuthority,OPEN,2026-02-12T00:00:00Z,,,46,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1214361?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=373013,373013,RFQ,Office Equipment and Accessories and Supplies - Office supplies,معدات ومستلزمات وتجهيزات مكتبية - تجهيزات مكتبية,[44000000],Open,[],[],AbuDhabi,RFQ-FCA Stationary,935105000105
1211976,RFQ-توريد وتركيب أثاث لفيلا مدينة زايد - منطقة الظفرة,133105000055,Ruler's Representative Court Al Dhafra Region,RulersRepresentativeCourtAlDhafraRegion,OPEN,2026-01-05T00:00:00Z,توريد وتركيب أثاث لفيلا مدينة زايد - منطقة الظفرة ,,8,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1211976?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=300000312097130,300000312097130,RFQ,Furniture and Furnishings - Accommodation furniture,أثاث وتأثيث - أثاث سكن,[56000000],Open,[],[],AbuDhabi,RFQ-توريد وتركيب أثاث لفيلا مدينة زايد - منطقة الظفرة,133105000055
1219806,RFQ-DMT-RFP-25-062 Upgrade the Infrastructure (ME9-ME12)–MBZ (Construction),6629822,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2026-02-04T00:00:00Z,"Project Title: Upgrade the Infrastructure in Sectors (ME9-ME12) – MBZ for Package (47) Main Contractor – Upgrade the infrastructure in Sector ME12.

This RFP is for the construction Package 47 related to the upgrade of infrastructure in Sector ME12 (MBZ City). A detailed and coordinated design has been developed. However, please note that ‘Infrastructure upgrades in ME12 (MBZ City) – Package 47’ is part of a wider programme of works under the wide MBZ City enhancement initiative. In summary, the Scope of Works for the whole of the MBZ City enhancement initiative includes the following:
• Road condition improvements.
• Public realm improvements (parks, landscaping, walkways and cycle tracks).
• Community Facilities Improvements: construction of more than one hundred community buildings for a variety of uses.
• Traffic and safety improvements around schools.
• Construction of multi-storey car parks.",,38,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219806?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6629822,RFQ,Building and Facility Construction and Maintenance Services - Heavy construction services,خدمات إنشاء المباني والمرافق والصيانة - خدمات الإنشاء الثقيلة,[72000000],Open,[],[],AbuDhabi,RFQ-DMT-RFP-25-062 Upgrade the Infrastructure (ME9-ME12)–MBZ (Construction),6629822
1210340,RFQ-On-Call Services - Professional Expertise to Develop Asset Manag't Practices- R1,635105000035-2,ADPIC - Department of Municipalities and Transport (DMT),ADPICDepartmentOfMunicipalitiesAndTransportDMT,OPEN,2025-12-30T00:00:00Z,"Revision 1 - Additional Scope of Services and Amended Commercial Particulars:

The DMT is working to implement leading industry asset management practices to ensure that municipal assets are maintained efficiently through the assets’ life cycle and continue to provide the required levels of service.

The existing asset management framework and tools implemented within the affiliated entities of DMT setup for further development/improvement of the asset management processes, procedures, and system enhancement including asset inventory & condition, data collection, data analysis, information and maintenance operation management is in progress.",,2,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1210340?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=300000314646128,300000314646128,RFQ,Mining and oil and gas services - Well drilling and construction services,خدمات تعدين وبترول وغاز - خدمات حفر وبناء الآبار,[71000000],Open,[],[],AbuDhabi,RFQ-On-Call Services - Professional Expertise to Develop Asset Manag't Practices- R1,635105000035-2
1219599,RFQ-توفير جهاز حفظ الملفات,6615953-3,Civil Defense ,CivilDefense,OPEN,2026-01-06T00:00:00Z,"توفير جهاز حفظ الملفات لهيئة أبوظبي للدفاع المدني
(HANEL ROTOMAT)",,9,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219599?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6623831,RFQ,Furniture and Furnishings - Accommodation furniture,أثاث وتأثيث - أثاث سكن,[56000000],Open,[],[],AbuDhabi,RFQ-توفير جهاز حفظ الملفات,6615953-3
1219698,"RFQ-ITC/T/ITS/1190/25 - Design, Implementation & Technical Support for TDPMS",6620824,ITC - Integrated transport center ,ITCIntegratedTransportCenter,OPEN,2026-01-14T00:00:00Z,"Design, Implementation and Technical Support Services for Traffic Detours and Events Permit Management Systems (TDPMS) for the Emirate of Abu Dhabi",,17,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1219698?recommendedLimit=3,AED 0 - 0,https://eservice.addigital.gov.ae/,6620824,RFQ,Engineering and Research and Technology Based Services - Professional engineering services,خدمات مستندة إلى الهندسة والبحث والتقنية - خدمات هندسية مهنية,[81000000],Open,[],[],AbuDhabi,"RFQ-ITC/T/ITS/1190/25 - Design, Implementation & Technical Support for TDPMS",6620824
1209298,RFQ-Provision of ServiceNow Platform Services,246705000003,Department of Government Enablement - GovProcurement,DepartmentOfGovernmentEnablementGovProcurement,OPEN,2026-01-12T00:00:00Z,"The Department of Government Enablement has published this RFP for developing a government wide pricelist. The developed government wide pricelist will be utilized by all Abu Dhabi Government Entities for procuring the ServiceNow Platform Services based on their demand/requirement. Through this RFP, the Department of Government Enablement intends to select competent suppliers, unify the scope of services, and standardize the prices across all Abu Dhabi Government Entities to maximize spend efficiency.
As an outcome of the RFP process and based on the evaluations, the Department of Government Enablement may award multiple suppliers for providing the ServiceNow Platform Services to the Abu Dhabi Government Entities.
",,15,https://www.adgpg.gov.ae/en/For-Suppliers/Public-Tenders?id=1209298?recommendedLimit=3,AED 0 - 0,https://iaaibv.fa.ocs.oraclecloud29.com/fscmUI/faces/deeplink?objType=NEGOTIATION_SUPPLIERUSER&action=VIEW&objKey=AuctionHeaderId=300000310082213,300000310082213,RFQ,Information Technology Broadcasting and Telecommunications - Software,تقنية المعلومات الإذاعة والاتصالات - برامج,[43000000],Open,[],[],AbuDhabi,RFQ-Provision of ServiceNow Platform Services,246705000003
